58005.3972928	0	0	4	0
58005.4173069	-0.01839844	0	4	0
58005.4308166	-0.01839844	0	4	0
58005.4473281	-0.01839844	0	4	0
58005.4658414	-0.01839844	0	4	0
58005.4838541	-0.01839844	-0.09199218	4	0
58005.5153765	-0.01839844	-0.09199218	4	0
58005.5313878	-0.01839844	-0.09199218	4	0
58005.5468989	-0.01839844	-0.09199218	4	0
58005.5649114	-0.01839844	-0.09199218	4	0
58005.5804222	-0.01839844	-0.09199218	4	0
58005.6154469	-0.01839844	-0.09199218	4	0
58005.6314583	-0.01839844	-0.09199218	4	0
58005.6479704	-0.01839844	-0.09199218	4	0
58005.6654823	-0.01839844	-0.09199218	4	0
58005.6809934	-0.01839844	-0.09199218	4	0
58005.7155177	-0.01839844	-0.09199218	4	0
58005.7305286	-0.01839844	-0.09199218	4	0
58005.747041	-0.01839844	-0.09199218	4	0
58005.765553	-0.01839844	-0.09199218	4	0
58005.7810642	-0.01839844	-0.09199218	4	0
58005.8150894	-0.01839844	-0.09199218	4	0
58005.8315997	-0.01839844	-0.09199218	4	0
58005.8486117	-0.01839844	-0.09199218	4	0
58005.8651239	-0.01839844	-0.09199218	4	0
58005.8806347	-0.01839844	-0.09199218	4	0
58005.9176608	-0.01839844	-0.08389177	4	0
58005.9316711	-0.01839844	-0.08389177	4	0
58005.9501837	-0.01839844	-0.08389177	4.002029	0.101444
58005.9656945	-0.01839844	-0.08389177	4.004017	0.09941504
58005.9807057	-0.01839844	-0.08389177	4.005966	0.09742663
58006.0147298	-0.01839844	-0.08389177	4.007875	0.09547827
58006.0307408	-0.01839844	-0.08389177	4.009747	0.09356854
58006.0477528	-0.01839844	-0.08389177	4.011581	0.09169696
58006.0677669	-0.01839844	-0.07614012	4.013378	0.08986304
58006.0817768	-0.01839844	-0.07614012	4.01514	0.08806584
58006.1153007	-0.01839844	-0.07614012	4.016866	0.0863044
58006.1323127	-0.01839844	-0.07614012	4.018557	0.08457825
58006.1478232	-0.01839844	-0.07614012	4.020215	0.08288691
58006.1663368	-0.01839844	-0.07614012	4.02184	0.08122895
58006.1823478	-0.01839844	-0.07614012	4.023432	0.07960436
58006.2163718	-0.01839844	-0.07614012	4.024992	0.07801221
58006.2348848	-0.01839844	-0.06799091	4.026521	0.07645199
58006.2478946	-0.01839844	-0.06799091	4.028019	0.07492278
58006.2654071	-0.01839844	-0.06799091	4.029488	0.07342456
58006.2814178	-0.01839844	-0.06799091	4.030927	0.0719559
58006.3144414	-0.01839844	-0.06799091	4.032338	0.0705168
58006.3314535	-0.01839844	-0.06799091	4.03372	0.06910632
58006.3479647	-0.01839844	-0.06799091	4.035075	0.06772397
58006.3659774	-0.01839844	-0.06799091	4.036402	0.06636927
58006.3814888	-0.01839844	-0.06799091	4.037703	0.06504176
58006.4180148	-0.01839844	-0.05959376	4.038978	0.06374095
58006.431024	-0.01839844	-0.05959376	4.040227	0.06246636
58006.4475352	-0.01839844	-0.05959376	4.041451	0.06121705
58006.4660481	-0.01839844	-0.05959376	4.042651	0.05999253
58006.4815593	-0.01839844	-0.05959376	4.043827	0.05879281
58006.515583	-0.01839844	-0.05959376	4.04498	0.05761693
58006.5340971	-0.01839844	-0.05959376	4.046109	0.05646441
58006.552109	-0.01839844	-0.05169496	4.049261	0.1576249
58006.5656187	-0.01839844	-0.05169496	4.052351	0.1544726
58006.5806293	-0.01839844	-0.05169496	4.055378	0.1513831
58006.6146533	-0.01839844	-0.05169496	4.058345	0.1483557
58006.631665	-0.01839844	-0.05169496	4.061253	0.1453888
58006.6506788	-0.01839844	-0.05169496	4.064102	0.1424811
58006.6661896	-0.01839844	-0.05169496	4.066895	0.1396315
58006.6807003	-0.01839844	-0.05169496	4.069632	0.1368386
58006.7157248	-0.01839844	-0.05169496	4.072314	0.1341021
58006.7362394	-0.01839844	-0.04397486	4.074942	0.1314199
58006.7482476	-0.01839844	-0.04397486	4.077518	0.1287915
58006.7652596	-0.01839844	-0.04397486	4.080042	0.1262157
58006.7812712	-0.01839844	-0.04397486	4.082516	0.1236913
58006.815295	-0.01839844	-0.04397486	4.08494	0.1212175
58006.8313063	-0.01839844	-0.04397486	4.087317	0.1187932
58006.8478184	-0.01839844	-0.04397486	4.089645	0.1164171
58006.8648301	-0.01839844	-0.04397486	4.091927	0.1140888
58006.8823427	-0.01839844	-0.04397486	4.094163	0.1118071
58006.9183678	-0.01839844	-0.04397486	4.096354	0.1095707
58006.9308774	-0.01839844	-0.04397486	4.098502	0.1073792
58006.9478888	-0.01839844	-0.04397486	4.100607	0.1052315
58006.9654011	-0.01839844	-0.04397486	4.102669	0.1031267
58006.9839143	-0.01839844	-0.03578564	4.104691	0.1010644
58007.0149362	-0.01839844	-0.03578564	4.106671	0.09904311
58007.0329487	-0.01839844	-0.03578564	4.108613	0.09706233
58007.0479599	-0.01839844	-0.03578564	4.110515	0.09512112
58007.0644714	-0.01839844	-0.03578564	4.11238	0.09321854
58007.0814834	-0.01839844	-0.03578564	4.114207	0.09135411
58007.115007	-0.01839844	-0.03578564	4.115997	0.08952687
58007.1310183	-0.01839844	-0.03578564	4.117752	0.08773635
58007.1480303	-0.01839844	-0.03578564	4.119472	0.08598159
58007.1670434	-0.01839844	-0.03578564	4.121157	0.08426211
58007.1835556	-0.01839844	-0.03578564	4.122808	0.08257697
58007.2155779	-0.01839844	-0.03578564	4.124427	0.0809252
